state,gender,median_home_val,avg_fam_income,avg_household_income,med_fam_income,median_household_income,hvp1,per_capita_income,pobc2,avggift,domain,target_d,med_fam_income_binned
MO,Female,238.0,287.0,233,225.0,176,0,10253.0,82,14,R2,20.0,Low
IN,Male,521.0,343.0,293,297.0,252,0,10057.0,71,18,T2,15.0,Low
CA,F,2439.0,619.0,574,572.0,521,68,21808.0,48,17,S1,19.0,Moderate
NC,Female,844.0,352.0,323,286.0,263,21,12936.0,55,15,R3,20.0,Low
FL,Female,693.0,463.0,413,457.0,373,7,16854.0,24,15,S2,20.0,Moderate
KS,Male,237.0,261.0,218,222.0,194,0,9190.0,80,12,R2,20.0,Low
CA,Male,2102.0,463.0,416,412.0,342,57,16054.0,57,15,S2,20.0,Moderate
WI,Female,571.0,349.0,295,307.0,243,0,13144.0,74,9,C2,10.0,Low
FL,Female,1033.0,598.0,544,545.0,471,25,22327.0,36,13,0,25.0,Moderate
CA,F,1693.0,492.0,457,467.0,423,23,17493.0,58,10,U2,10.0,Moderate
MT,Male,589.0,334.0,294,318.0,289,0,12204.0,54,11,C2,10.0,Low
TX,Male,1938.0,205.0,197,174.0,171,50,7708.0,40,10,C2,15.0,Low
FL,Male,775.0,363.0,308,296.0,236,0,15628.0,8,3,U3,6.0,Low
NC,F,1024.0,429.0,396,364.0,360,11,15002.0,33,7,T2,10.0,Low
IL,Female,886.0,433.0,447,465.0,482,3,13887.0,68,16,T2,20.0,Moderate
MO,Female,915.0,492.0,445,432.0,377,7,16206.0,62,10,T1,50.0,Moderate
OR,Female,1163.0,655.0,633,631.0,617,2,24280.0,30,8,S1,11.0,Moderate
HI,Female,2506.0,517.0,501,455.0,449,70,16302.0,55,8,T1,50.0,Moderate
GA,Female,717.0,424.0,381,388.0,339,3,14609.0,53,12,T3,25.0,Moderate
NC,Female,405.0,214.0,216,182.0,187,0,7303.0,91,11,R3,10.0,Low
GA,Male,1025.0,519.0,470,493.0,425,4,17688.0,58,13,T1,12.0,Moderate
WI,Female,438.0,373.0,339,360.0,342,0,11227.0,81,4,R2,4.0,Low
MS,Male,1449.0,791.0,720,783.0,735,28,29612.0,74,5,T1,4.0,High
MS,Male,440.0,364.0,315,288.0,270,0,11109.0,75,4,T2,5.0,Low
CA,Female,1812.0,464.0,435,452.0,415,19,16451.0,52,4,S2,5.0,Moderate
OR,Male,779.0,262.0,249,223.0,215,1,9279.0,25,4,R2,5.0,Low
CA,Male,3431.0,664.0,610,626.0,549,86,20683.0,51,15,U3,20.0,Moderate
GA,Male,928.0,472.0,396,310.0,243,18,17216.0,68,17,T2,21.0,Low
CA,Female,5882.0,657.0,623,596.0,533,98,31652.0,23,9,U1,15.0,Moderate
WI,Female,660.0,370.0,351,326.0,308,1,11996.0,90,9,R2,10.0,Low
WA,Male,732.0,445.0,434,425.0,411,0,13863.0,33,16,S2,20.0,Moderate
IN,Female,225.0,226.0,185,198.0,191,0,7426.0,79,3,C3,5.0,Low
MI,Female,376.0,321.0,281,304.0,253,0,10637.0,89,4,T2,3.0,Low
GA,Female,920.0,449.0,404,375.0,323,9,15305.0,65,17,C1,38.0,Low
OR,Female,700.0,424.0,394,390.0,360,0,13620.0,54,15,S2,17.0,Moderate
MI,Male,764.0,458.0,305,385.0,221,1,16824.0,74,3,T2,3.0,Moderate
KS,Male,738.0,503.0,479,509.0,458,0,17494.0,60,6,S1,2.5,Moderate
GA,Female,821.0,442.0,407,413.0,361,0,16822.0,36,20,S1,28.0,Moderate
SC,Male,475.0,301.0,275,302.0,285,1,9446.0,86,25,R2,25.0,Low
CA,Female,1392.0,516.0,484,381.0,343,16,19194.0,72,15,R2,15.0,Moderate
UT,Female,866.0,475.0,446,426.0,399,2,10550.0,77,8,T2,25.0,Moderate
CA,Female,956.0,325.0,272,272.0,205,6,13234.0,34,6,T2,15.0,Low
CA,F,2341.0,502.0,427,469.0,311,70,13577.0,50,8,U1,13.0,Moderate
WA,Male,1009.0,619.0,615,562.0,557,4,17660.0,44,5,R2,7.0,Moderate
MS,Female,398.0,309.0,270,277.0,243,0,9897.0,81,9,R2,14.0,Low
IN,Male,448.0,320.0,274,291.0,239,0,11284.0,80,5,T2,12.0,Low
IN,Male,522.0,334.0,323,293.0,280,1,10311.0,64,13,R2,20.0,Low
CA,Female,3567.0,832.0,710,739.0,639,88,35491.0,46,3,C1,4.0,Moderate
CA,Female,1444.0,485.0,475,441.0,439,10,16815.0,60,6,S2,10.0,Moderate
TX,F,462.0,311.0,274,266.0,214,0,10650.0,76,10,R2,19.0,Low
FL,Male,514.0,298.0,268,258.0,222,1,11184.0,53,15,U4,15.0,Low
CO,Female,774.0,396.0,392,367.0,360,1,16493.0,36,5,T1,10.0,Low
AZ,F,1436.0,466.0,395,378.0,298,25,20792.0,12,7,C1,11.0,Moderate
CA,Male,633.0,299.0,291,273.0,269,1,9551.0,64,25,R2,20.0,Low
CA,Female,1869.0,600.0,577,560.0,559,38,20539.0,61,6,T2,5.0,Moderate
CO,Male,1213.0,493.0,436,416.0,363,19,18860.0,33,12,R1,15.0,Moderate
TX,Female,271.0,258.0,168,180.0,114,0,7545.0,76,13,C2,16.0,Low
FL,Male,740.0,348.0,348,318.0,314,0,11579.0,23,15,U3,20.0,Low
AL,F,714.0,463.0,383,463.0,324,0,16087.0,81,4,S2,5.0,Moderate
WA,Female,457.0,370.0,308,323.0,259,0,12804.0,63,6,T2,15.0,Low
IL,Male,568.0,353.0,282,279.0,220,0,12599.0,84,4,T2,5.0,Low
AZ,Male,480.0,235.0,214,214.0,173,1,9091.0,21,9,T3,12.0,Low
LA,Female,1381.0,776.0,718,672.0,631,19,29012.0,64,15,C1,15.0,Moderate
MT,Female,425.0,163.0,277,163.0,169,0,17618.0,70,22,R2,23.0,Low
AZ,Male,863.0,446.0,368,325.0,274,0,22486.0,0,68,T1,75.0,Low
FL,Female,837.0,431.0,397,341.0,321,8,13796.0,49,11,T2,14.0,Low
CA,Female,1429.0,329.0,315,253.0,260,12,9400.0,44,12,0,25.0,Low
CA,F,0.0,725.0,388,664.0,303,0,33139.0,16,5,U2,6.0,Moderate
CA,Male,1637.0,454.0,403,405.0,345,33,15788.0,46,11,R2,12.0,Moderate
MI,Male,1559.0,666.0,604,621.0,557,27,25181.0,80,20,S1,25.0,Moderate
MI,Female,835.0,507.0,477,497.0,473,2,16227.0,67,9,C1,15.0,Moderate
CA,Female,1259.0,458.0,434,396.0,389,13,15213.0,54,13,R3,12.0,Moderate
LA,Female,599.0,352.0,302,335.0,271,0,11920.0,83,13,T2,20.0,Low
CA,Male,2123.0,539.0,517,480.0,458,56,16611.0,49,24,T1,25.0,Moderate
FL,Female,1503.0,659.0,519,572.0,396,29,25969.0,33,9,U1,15.0,Moderate
AR,F,576.0,351.0,326,311.0,284,0,10860.0,78,12,C1,20.0,Low
MI,Female,922.0,526.0,504,481.0,448,1,20513.0,77,10,S1,10.0,Moderate
WA,Male,1598.0,568.0,557,514.0,510,9,17443.0,42,25,0,100.0,Moderate
TX,Female,626.0,272.0,258,246.0,235,2,7918.0,68,15,S2,20.0,Low
FL,F,546.0,270.0,262,258.0,250,0,10078.0,27,12,T2,5.0,Low
KS,Female,491.0,356.0,334,342.0,325,0,13143.0,74,4,T2,10.0,Low
FL,Female,607.0,362.0,331,344.0,285,1,12378.0,29,8,T2,15.0,Low
CO,Male,844.0,393.0,386,356.0,350,0,13175.0,49,8,S2,20.0,Low
NE,Female,275.0,338.0,286,252.0,192,0,11164.0,89,10,R2,10.0,Low
CA,Male,956.0,303.0,257,278.0,190,4,8899.0,44,9,U4,10.0,Low
CA,Female,2653.0,444.0,448,417.0,418,86,13440.0,50,12,S2,9.0,Moderate
CA,Female,788.0,155.0,116,119.0,71,0,6409.0,33,8,T3,8.0,Low
WA,Male,1244.0,459.0,450,423.0,418,2,14816.0,46,15,S2,15.0,Moderate
OR,Female,407.0,271.0,232,220.0,186,0,9728.0,53,4,R2,6.0,Low
TX,Male,569.0,359.0,342,336.0,328,0,11879.0,63,7,C2,10.0,Low
AR,Male,855.0,374.0,345,267.0,257,6,14500.0,56,10,S2,10.0,Low
OR,Male,619.0,423.0,409,394.0,372,0,13208.0,42,11,C2,12.0,Moderate
MO,Female,634.0,406.0,355,378.0,322,0,14128.0,64,15,C2,18.0,Moderate
IN,Male,397.0,362.0,317,340.0,297,0,11981.0,79,3,R2,5.0,Low
AZ,Male,742.0,441.0,421,399.0,395,0,13179.0,36,11,S2,25.0,Moderate
NV,Male,607.0,431.0,393,397.0,356,1,13714.0,26,7,R2,10.0,Moderate
WI,Male,2083.0,493.0,393,338.0,264,52,19012.0,61,9,S1,10.0,Low
GA,Male,866.0,506.0,501,458.0,457,0,15079.0,63,10,T2,15.0,Moderate
TX,Female,831.0,629.0,625,601.0,597,0,18705.0,59,19,S1,15.0,Moderate
CO,Female,1782.0,749.0,650,704.0,537,35,28303.0,36,18,C2,25.0,Moderate
WI,Female,804.0,470.0,454,445.0,426,0,14328.0,89,20,T2,20.0,Moderate
ND,Female,751.0,381.0,338,340.0,304,0,13051.0,64,8,C1,15.0,Low
CA,Male,5283.0,742.0,674,696.0,613,99,29050.0,50,10,S1,20.0,Moderate
FL,Female,845.0,436.0,358,372.0,289,1,16460.0,20,9,C2,14.0,Low
CA,Female,1756.0,388.0,384,355.0,349,18,10285.0,38,13,U3,10.0,Low
AZ,F,1084.0,462.0,434,411.0,365,2,17575.0,18,13,T1,15.0,Moderate
KY,Male,310.0,233.0,199,171.0,128,0,7656.0,84,5,R3,5.0,Low
CA,F,2941.0,819.0,712,804.0,677,83,28577.0,53,11,U1,10.0,High
CA,Male,1857.0,531.0,526,497.0,484,17,13912.0,52,20,U1,15.0,Moderate
NC,Female,877.0,405.0,362,336.0,293,7,13707.0,63,10,R1,3.0,Low
FL,Female,1086.0,502.0,457,433.0,384,12,17091.0,24,9,S2,20.0,Moderate
SC,Female,1015.0,533.0,516,500.0,478,0,17763.0,40,9,S1,10.0,Moderate
CA,Female,809.0,227.0,209,191.0,159,0,7074.0,52,4,C1,8.0,Low
Tennessee,Male,648.0,362.0,352,325.0,320,0,12611.0,86,5,R2,10.0,Low
FL,Female,902.0,461.0,460,413.0,410,4,15332.0,28,12,S2,21.0,Moderate
IL,Male,889.0,513.0,517,518.0,510,0,16731.0,86,16,S2,25.0,Moderate
CO,Female,1309.0,606.0,572,528.0,494,10,23951.0,38,7,C1,20.0,Moderate
TX,Male,438.0,267.0,240,264.0,215,3,8729.0,68,6,T2,5.0,Low
CA,Male,2961.0,708.0,716,665.0,664,95,23204.0,51,14,U1,20.0,Moderate
MI,Female,1101.0,624.0,554,560.0,515,18,19857.0,81,7,T1,5.0,Moderate
MI,Female,704.0,511.0,481,494.0,471,0,16111.0,66,3,U2,2.0,Moderate
SD,Female,527.0,340.0,311,321.0,275,0,10866.0,71,12,T2,25.0,Low
CA,Male,1519.0,429.0,406,381.0,346,14,14162.0,65,10,S2,12.5,Moderate
AK,F,778.0,568.0,546,446.0,473,0,20008.0,27,15,C2,20.0,Moderate
CA,Female,1465.0,519.0,369,341.0,283,1,24555.0,25,10,0,10.0,Low
CA,Male,2765.0,753.0,733,709.0,695,93,22508.0,54,8,C1,10.0,Moderate
AL,Female,384.0,271.0,212,203.0,139,0,8615.0,66,3,R3,3.0,Low
FL,Female,754.0,435.0,402,377.0,351,1,14518.0,47,9,S3,10.0,Moderate
SC,Female,689.0,350.0,343,320.0,313,0,12601.0,69,13,S2,25.0,Low
CA,Male,3529.0,719.0,633,648.0,564,93,26107.0,56,19,U1,40.0,Moderate
MS,Female,403.0,365.0,293,230.0,197,2,19178.0,79,9,T3,10.0,Low
CO,Male,0.0,427.0,407,411.0,382,0,29436.0,17,13,U1,50.0,Moderate
WA,Female,1734.0,430.0,396,405.0,353,29,15831.0,44,16,S2,15.0,Moderate
AZ,F,850.0,409.0,356,371.0,309,3,14718.0,22,9,0,10.0,Low
CO,Female,1174.0,603.0,525,550.0,460,9,21646.0,40,5,T1,5.0,Moderate
Tennessee,Female,776.0,397.0,367,356.0,312,1,12653.0,77,5,R2,40.0,Low
MN,Male,267.0,256.0,233,238.0,208,0,8548.0,75,17,R3,20.0,Low
OR,Male,661.0,378.0,356,346.0,322,0,12749.0,56,9,S2,14.0,Low
CA,Female,1368.0,528.0,487,416.0,379,20,23121.0,56,5,U1,5.0,Moderate
GA,Male,1166.0,609.0,589,577.0,541,7,18462.0,49,23,0,60.0,Moderate
CA,Female,3326.0,603.0,582,600.0,528,97,20390.0,51,7,U1,12.0,Moderate
FL,Male,1385.0,545.0,495,464.0,404,19,21473.0,11,15,S1,25.0,Moderate
AA,F,0.0,0.0,0,0.0,0,0,0.0,0,10,U4,45.0,Low
CA,Male,609.0,319.0,297,238.0,220,2,11902.0,57,9,R3,15.0,Low
WA,Male,634.0,372.0,323,320.0,266,1,12161.0,58,6,R2,12.0,Low
FL,Female,550.0,196.0,191,188.0,175,3,7958.0,20,5,U3,7.0,Low
ND,Female,263.0,295.0,240,288.0,198,0,10661.0,86,3,R2,5.0,Low
TX,Male,331.0,301.0,269,258.0,219,0,9911.0,85,20,T3,30.0,Low
WA,Female,1373.0,529.0,445,539.0,379,12,19190.0,53,7,C3,10.0,Moderate
Tennessee,Male,416.0,261.0,229,221.0,185,0,8507.0,80,4,T2,5.0,Low
GA,Male,916.0,480.0,383,419.0,338,0,19463.0,31,20,S1,20.0,Moderate
SC,Female,438.0,272.0,242,257.0,201,0,8303.0,84,15,R3,10.0,Low
KY,Female,722.0,399.0,324,317.0,267,0,14988.0,71,4,S2,8.0,Low
IL,Female,2169.0,951.0,899,911.0,862,60,35357.0,69,12,U1,24.0,High
TX,F,923.0,711.0,661,584.0,554,6,25962.0,55,9,T1,10.0,Moderate
NE,Female,901.0,504.0,459,472.0,409,0,14154.0,21,15,T1,23.0,Moderate
CA,Male,1345.0,503.0,477,488.0,446,1,16265.0,49,11,U1,20.0,Moderate
LA,Female,608.0,402.0,380,410.0,383,0,10899.0,81,7,R2,25.0,Moderate
OK,Male,290.0,303.0,244,228.0,173,0,10700.0,72,8,R2,11.0,Low
CA,Female,3209.0,759.0,648,728.0,568,74,28817.0,47,19,C1,25.0,Moderate
IN,Female,700.0,446.0,432,385.0,379,2,13332.0,75,8,R2,10.0,Moderate
AL,Female,486.0,315.0,281,283.0,237,3,10807.0,80,6,R2,5.0,Low
CA,Female,621.0,307.0,275,266.0,250,0,10599.0,59,10,R2,10.0,Low
FL,Male,1548.0,736.0,646,632.0,572,35,40741.0,20,25,T1,20.0,Moderate
CA,Male,1315.0,409.0,355,369.0,304,17,15193.0,62,27,R1,10.7,Low
MO,Male,889.0,528.0,468,483.0,408,0,16268.0,64,3,C1,5.0,Moderate
GA,Female,2152.0,738.0,501,634.0,389,59,28753.0,42,11,C1,11.0,Moderate
NV,Male,1032.0,454.0,390,361.0,305,15,18324.0,16,6,U3,10.0,Low
IL,Female,1364.0,561.0,518,468.0,451,16,21988.0,62,25,S1,25.0,Moderate
FL,Male,566.0,272.0,249,242.0,218,0,11438.0,8,27,C3,27.0,Low
OR,Female,813.0,411.0,301,368.0,239,5,16248.0,37,6,U2,5.0,Low
LA,Male,465.0,292.0,260,239.0,198,1,8982.0,84,4,R2,5.0,Low
MI,Female,943.0,515.0,453,502.0,406,2,16625.0,85,3,T2,3.0,Moderate
NE,Female,675.0,308.0,317,288.0,284,0,18892.0,39,20,T1,30.0,Low
TX,Male,733.0,503.0,496,453.0,452,0,14468.0,50,9,T2,10.0,Moderate
NC,Female,1070.0,435.0,384,354.0,310,21,16741.0,53,8,C2,9.0,Low
CA,Female,675.0,589.0,438,520.0,344,0,23719.0,43,22,S2,45.0,Moderate
WI,Female,693.0,383.0,223,389.0,124,0,12596.0,82,4,C3,6.0,Moderate
FL,Male,895.0,460.0,399,366.0,334,11,19627.0,28,11,C2,17.0,Low
CA,Female,1884.0,636.0,542,580.0,518,36,19818.0,65,16,S1,20.0,Moderate
AZ,F,891.0,449.0,440,429.0,427,1,14471.0,29,22,U1,30.0,Moderate
CA,Male,5965.0,1089.0,1053,1261.0,1168,99,68814.0,49,9,S1,16.0,Very High
CA,F,566.0,253.0,241,223.0,208,0,6854.0,53,8,C3,20.0,Low
IL,Male,3671.0,1108.0,1043,1158.0,1107,93,37135.0,87,5,S1,5.0,Very High
FL,Male,1930.0,648.0,581,520.0,462,49,31606.0,23,9,T1,5.0,Moderate
CA,Male,2170.0,500.0,461,421.0,412,60,16335.0,65,38,S2,25.0,Moderate
WA,F,1801.0,630.0,570,601.0,533,35,19928.0,50,6,S1,10.0,Moderate
GA,Male,553.0,362.0,324,307.0,279,1,12145.0,87,8,T2,15.0,Low
CA,Female,2423.0,610.0,578,561.0,527,83,19438.0,49,21,U1,10.0,Moderate
IL,Female,617.0,308.0,200,322.0,129,1,9955.0,45,5,S2,10.0,Low
IL,Male,1209.0,516.0,517,467.0,466,0,16254.0,70,3,S1,3.0,Moderate
IA,Female,150.0,290.0,244,252.0,218,1,9942.0,85,5,R3,6.0,Low
NC,Female,562.0,388.0,378,375.0,373,0,10064.0,80,17,S2,30.0,Low
CA,F,1073.0,453.0,432,392.0,359,17,16918.0,47,9,0,13.0,Moderate
CA,Male,5817.0,1047.0,957,1445.0,931,98,91576.0,22,9,U1,15.0,Very High
MI,Male,895.0,551.0,560,465.0,465,0,16892.0,84,25,C1,25.0,Moderate
FL,F,772.0,376.0,349,338.0,312,3,12012.0,58,7,C2,10.0,Low
IN,Male,404.0,363.0,289,351.0,256,0,13067.0,75,6,C2,6.0,Low
CA,Female,1881.0,507.0,475,499.0,413,36,25215.0,29,22,S1,25.0,Moderate
NC,Female,2989.0,470.0,387,358.0,289,66,21395.0,55,5,C1,5.0,Low
KY,Male,318.0,207.0,192,163.0,149,0,7827.0,90,4,R3,5.0,Low
Tennessee,Female,476.0,289.0,250,254.0,204,0,9524.0,78,5,R3,5.0,Low
OK,Male,466.0,306.0,263,260.0,222,0,13774.0,54,7,C3,7.0,Low
IL,Female,852.0,459.0,408,393.0,364,0,15238.0,87,7,0,10.0,Moderate
CA,Female,3100.0,497.0,306,488.0,133,79,18262.0,25,13,U1,10.0,Moderate
CA,Male,3564.0,594.0,518,534.0,456,95,22726.0,47,20,U1,25.0,Moderate
CA,Female,1398.0,272.0,223,213.0,150,7,8690.0,43,122,C3,95.0,Low
IL,Female,818.0,558.0,514,520.0,473,3,21695.0,76,8,T1,12.0,Moderate
CA,Male,2287.0,652.0,630,615.0,600,74,24286.0,34,20,S1,30.0,Moderate
CA,Female,883.0,351.0,344,351.0,322,0,13596.0,58,12,S2,20.0,Low
IL,Female,1181.0,449.0,444,424.0,417,0,13716.0,69,8,C2,15.0,Moderate
AL,Female,554.0,391.0,351,316.0,296,4,12774.0,63,9,T2,15.0,Low
AR,F,490.0,310.0,275,271.0,229,0,10200.0,63,22,R2,25.0,Low
TX,Male,520.0,266.0,222,209.0,157,0,9635.0,78,5,R2,5.0,Low
IL,Female,512.0,357.0,295,329.0,269,1,12842.0,73,14,R2,25.0,Low
CO,Female,1175.0,599.0,565,568.0,517,8,18850.0,38,5,T1,5.0,Moderate
CA,Male,2103.0,368.0,385,306.0,333,58,9513.0,37,25,U2,35.0,Low
IL,Male,1578.0,617.0,535,600.0,531,11,17870.0,63,9,S1,15.0,Moderate
NC,Female,538.0,374.0,299,288.0,227,1,13593.0,78,11,T2,5.0,Low
OK,Female,622.0,345.0,316,338.0,306,0,10625.0,64,16,T2,25.0,Low
CA,Female,2208.0,411.0,393,334.0,313,71,14497.0,46,11,U2,5.0,Low
IL,Female,698.0,293.0,250,201.0,164,26,10618.0,57,10,U4,10.0,Low
TX,Female,849.0,457.0,430,422.0,394,3,14757.0,70,15,S1,15.0,Moderate
MI,Female,318.0,299.0,296,292.0,296,0,11236.0,50,8,T3,10.0,Low
SC,F,834.0,436.0,423,398.0,389,0,17338.0,42,8,C1,20.0,Moderate
AA,F,0.0,0.0,0,0.0,0,0,0.0,0,8,S2,15.0,Low
AZ,F,1568.0,633.0,600,524.0,493,23,22025.0,25,20,T1,10.0,Moderate
OR,Male,709.0,372.0,339,304.0,262,8,13486.0,44,11,R2,15.0,Low
TX,Female,735.0,553.0,461,571.0,418,0,16097.0,42,15,C1,14.0,Moderate
CA,Male,2578.0,430.0,415,347.0,338,71,11844.0,24,13,U2,20.0,Low
AL,Female,875.0,213.0,188,213.0,138,3,6125.0,89,11,R3,18.0,Low
OR,Female,1373.0,655.0,612,534.0,518,23,26092.0,37,15,S1,15.0,Moderate
CA,Female,1292.0,498.0,436,355.0,266,20,16678.0,66,10,C2,5.0,Low
WA,F,759.0,287.0,281,270.0,263,1,8915.0,44,14,T2,25.0,Low
TX,Female,621.0,383.0,378,315.0,314,1,14581.0,73,7,C1,8.0,Low
NE,Male,613.0,402.0,299,348.0,259,0,17455.0,51,7,C2,10.0,Low
IL,Female,350.0,350.0,286,333.0,283,0,11446.0,83,10,C3,15.0,Low
AR,Male,326.0,213.0,189,189.0,125,0,8845.0,32,6,R3,5.0,Low
CA,Female,1724.0,539.0,492,462.0,455,31,20019.0,56,8,C1,15.0,Moderate
WY,Male,1188.0,269.0,187,169.0,102,33,12641.0,36,5,C2,7.0,Low
AZ,F,641.0,322.0,304,289.0,278,0,13653.0,28,10,U3,15.0,Low
CA,Male,2546.0,462.0,444,389.0,364,78,15100.0,37,7,U1,14.0,Moderate
IL,Female,397.0,374.0,329,333.0,287,0,12683.0,85,5,0,10.0,Low
CA,Female,2953.0,384.0,303,307.0,247,87,16742.0,27,7,S1,10.0,Low
TX,Female,745.0,325.0,295,301.0,275,3,10957.0,68,20,T2,20.0,Low
CA,Female,3454.0,665.0,553,571.0,470,94,34702.0,36,13,S1,10.0,Moderate
CA,Female,2172.0,369.0,413,344.0,352,63,11235.0,34,22,U2,46.0,Low
IL,Female,1081.0,495.0,489,484.0,474,1,15312.0,71,7,S1,7.0,Moderate
OR,Female,409.0,297.0,275,275.0,220,0,10461.0,58,13,U4,22.0,Low
UT,Male,723.0,386.0,360,340.0,317,3,8903.0,76,6,T2,6.0,Low
CA,Male,2632.0,618.0,571,572.0,517,79,22438.0,39,6,S1,8.0,Moderate
TX,Male,1038.0,626.0,580,535.0,482,0,24816.0,61,8,R2,11.0,Moderate
IN,Female,666.0,417.0,403,399.0,341,0,13897.0,68,17,C3,20.0,Moderate
FL,Female,717.0,360.0,316,315.0,278,1,13366.0,14,9,C2,10.0,Low
WA,Female,902.0,505.0,505,367.0,374,8,20810.0,45,18,R1,25.0,Low
NC,F,436.0,258.0,214,206.0,160,1,8631.0,89,15,T2,25.0,Low
NE,Male,422.0,376.0,320,326.0,268,0,13261.0,81,6,R2,7.0,Low
NM,Male,1647.0,642.0,611,599.0,541,21,26255.0,22,7,S1,8.0,Moderate
KS,Female,431.0,284.0,264,261.0,222,0,8886.0,61,5,T3,5.0,Low
WA,Male,876.0,439.0,403,353.0,337,3,15017.0,37,20,S2,25.0,Low
CA,Male,1911.0,517.0,489,486.0,462,41,16099.0,54,15,S2,21.0,Moderate
Tennessee,Female,467.0,332.0,282,239.0,203,2,11278.0,69,4,R2,2.0,Low
TX,Male,867.0,420.0,383,352.0,312,10,15180.0,59,11,R1,15.0,Low
CO,F,1956.0,874.0,842,803.0,768,47,36868.0,34,18,S1,20.0,High
IL,Male,1102.0,588.0,457,469.0,271,6,22625.0,67,8,C1,15.0,Moderate
OR,Male,908.0,509.0,442,421.0,389,11,18876.0,47,5,0,12.0,Moderate
CA,Male,3365.0,771.0,766,742.0,725,97,25852.0,54,15,U1,10.0,Moderate
FL,F,577.0,300.0,279,257.0,245,0,11975.0,10,8,C2,15.0,Low
WI,Male,422.0,350.0,282,274.0,224,0,12611.0,77,4,T2,5.0,Low
FL,Female,533.0,242.0,216,189.0,176,1,12595.0,6,13,S1,22.0,Low
WI,Male,417.0,319.0,262,309.0,261,0,12051.0,90,5,C3,5.0,Low
WA,Female,747.0,421.0,409,380.0,373,1,13628.0,53,10,C1,12.0,Moderate
CA,Female,1493.0,320.0,276,298.0,229,20,10841.0,62,9,T2,11.0,Low
SD,Male,216.0,299.0,258,272.0,211,0,9250.0,80,5,R2,10.0,Low
OK,Female,325.0,303.0,271,332.0,305,0,10083.0,66,12,T2,20.0,Low
GA,Female,475.0,329.0,307,263.0,248,3,10549.0,76,9,R2,10.0,Low
CT,Male,1392.0,401.0,342,343.0,279,17,14099.0,48,8,0,10.0,Low
CA,Female,2291.0,440.0,402,407.0,353,68,13687.0,58,18,C2,20.0,Moderate
SC,Female,1082.0,515.0,432,454.0,369,10,20355.0,43,13,S1,100.0,Moderate
MI,Male,1152.0,649.0,585,563.0,522,3,22796.0,58,7,S2,10.0,Moderate
OR,F,573.0,182.0,159,166.0,150,1,6572.0,23,9,R2,6.0,Low
MO,Female,545.0,371.0,336,353.0,321,0,13748.0,64,8,S2,10.0,Low
CA,Male,1951.0,400.0,369,385.0,366,43,12255.0,33,4,S2,5.0,Moderate
TX,Female,517.0,398.0,287,321.0,223,0,17671.0,51,8,U1,10.0,Low
OR,Male,388.0,220.0,209,198.0,186,0,9703.0,43,15,T1,20.0,Low
CA,Female,1161.0,350.0,262,289.0,197,7,12764.0,58,6,T2,8.0,Low
WA,Female,1862.0,593.0,575,548.0,541,45,30096.0,36,8,S1,12.0,Moderate
NC,Female,1055.0,396.0,355,312.0,288,3,13839.0,49,7,R2,8.0,Low
CA,Male,1873.0,481.0,453,428.0,394,39,19031.0,44,20,T2,15.0,Moderate
MI,Male,531.0,384.0,351,342.0,311,0,13152.0,85,8,R2,10.0,Low
KS,Female,857.0,510.0,399,481.0,340,1,17128.0,52,20,R2,15.0,Moderate
FL,Female,431.0,306.0,281,259.0,220,0,10129.0,63,25,R2,10.0,Low
CA,Female,1580.0,483.0,515,490.0,503,11,15111.0,55,9,C1,10.0,Moderate
CA,Male,2211.0,639.0,625,584.0,592,74,18973.0,61,12,S2,16.0,Moderate
NV,Male,1167.0,575.0,547,503.0,497,6,22162.0,18,8,T2,8.0,Moderate
IL,Male,870.0,549.0,456,510.0,396,4,21366.0,64,6,S1,5.0,Moderate
CA,Female,2346.0,617.0,644,568.0,569,71,21982.0,42,6,U1,15.0,Moderate
FL,Male,852.0,485.0,455,438.0,426,1,14762.0,44,19,C2,20.0,Moderate
AR,F,472.0,336.0,290,250.0,225,1,13758.0,55,9,R2,11.0,Low
CA,Male,4026.0,835.0,794,787.0,762,99,31860.0,56,11,S1,12.0,High
NV,Female,1009.0,417.0,393,391.0,367,1,14199.0,40,23,R2,23.0,Moderate
MN,Male,887.0,652.0,597,544.0,533,0,16830.0,54,15,0,20.0,Moderate
CO,Female,477.0,359.0,309,305.0,265,0,11854.0,61,15,R2,25.0,Low
TX,Female,5149.0,1013.0,807,1122.0,659,86,72797.0,46,9,U1,13.0,High
IL,Male,915.0,592.0,573,547.0,524,1,18503.0,79,14,T1,25.0,Moderate
OR,Female,478.0,264.0,230,243.0,213,0,8810.0,51,7,C3,8.0,Low
OK,Female,236.0,317.0,285,250.0,203,0,12434.0,75,5,C2,7.0,Low
OR,Female,734.0,448.0,398,427.0,366,1,14179.0,51,8,T2,9.0,Moderate
CA,Female,3304.0,669.0,629,614.0,567,82,21745.0,37,32,U1,35.0,Moderate
Tennessee,Female,591.0,237.0,233,200.0,194,0,8445.0,16,7,T2,10.0,Low
NE,Female,643.0,472.0,396,384.0,300,1,15003.0,65,6,S2,5.0,Moderate
KS,Male,3939.0,1068.0,1036,1344.0,1144,94,79386.0,18,9,S1,15.0,Very High
NM,Female,690.0,370.0,340,361.0,328,0,12881.0,50,6,U2,9.0,Low
WA,Female,1351.0,538.0,466,526.0,430,7,18642.0,45,7,S1,5.0,Moderate
